rowid,pl_name,pl_rade,pl_bmasse,pl_eqt,pl_orbper,pl_orbsmax,pl_insol
1709,K2-31 b,11.88154,563.83042,1688.0,1.25785,0.022,1272.0
1710,K2-312 c,12.8,1719.45168187,,921.2,1.961,
1711,K2-315 b,0.95,0.809,460.0,3.1443189,0.023449881755096134,7.45
1712,K2-316 b,1.33,2.33,841.0,1.133,0.0147,
1713,K2-316 c,1.83,4.01,423.0,5.26,0.0582,
1714,K2-317 b,2.93,8.91,432.0,6.22,0.0542,
1715,K2-318 b,1.66,3.39,456.0,7.01,0.0911,
1716,K2-319 b,2.79,8.2,641.0,26.68,0.1516,
1717,K2-32 b,5.299,15.0,837.0,8.992,0.0795,79.5
1718,K2-32 c,3.134,8.1,634.0,20.66093,0.13843,26.2
1719,K2-32 d,3.484,6.7,550.0,31.71701,0.18422,14.8
1720,K2-32 e,1.212,2.1,1066.0,4.34934,0.04899,
1721,K2-320 b,2.62,7.37,698.0,1.995,0.0142,
1722,K2-321 b,2.05124347,4.86,830.0,2.2979749,0.02839,68.5516
1723,K2-322 b,1.92,4.35,635.0,8.205,0.0594,
1724,K2-323 b,2.1,5.06,318.0,24.93,0.1275,
1725,K2-324 b,2.43,6.48,707.0,3.262,0.0331,
1726,K2-325 b,2.2,5.48,423.0,6.93,0.0419,
1727,K2-326 b,2.28,5.82,1114.0,1.256,0.0198,
1728,K2-329 b,8.675766,82.6358,650.0,12.4551225,0.1016,45.7
1729,K2-33 b,5.04,1175.971,850.0,5.424865,0.0409,
1730,K2-330 b,2.77,8.1,969.0,13.774798,0.12049389593173424,114.929
1731,K2-331 b,1.79,3.86,909.0,9.398977,0.0899755416729195,
1732,K2-331 c,2.72,7.85,673.0,22.996591,0.1633727876321771,
1733,K2-332 b,2.2,5.48,266.0,17.70632,0.08593036255994214,
1734,K2-333 b,6.18,31.6,826.0,14.759287,0.12006563550384172,102.1266
1735,K2-334 b,5.65,27.2,1380.0,5.113981,0.06436141147751068,832.2294
1736,K2-335 b,2.21,5.52,949.0,12.283211,0.11163048943296988,
1737,K2-336 b,1.22,1.98,569.0,21.194733,0.14253602198068438,
1738,K2-337 b,2.62,7.37,850.0,16.273563,0.12311309077769036,
1739,K2-338 b,1.03,1.08,783.0,3.850614,0.041860828457735866,
1740,K2-339 b,1.92,4.35,508.0,19.507428,0.1282774836266337,
1741,K2-34 b,13.75,539.67534,1687.0,2.9956348,0.0442,963.566
1742,K2-340 b,3.36,11.2,606.0,29.740451,0.18337179370497644,
1743,K2-341 b,3.21,10.4,598.0,36.552551,0.21410509554815402,
1744,K2-342 b,2.03,4.78,861.0,11.561052,0.10039495234597068,
1745,K2-343 b,1.65,3.36,653.0,2.787174,0.030557273288108807,
1746,K2-343 c,2.02,4.74,465.0,7.676972,0.06004338684532463,
1747,K2-344 b,1.59,3.15,722.0,3.35585,0.03504813685061405,37.2966
1748,K2-345 b,2.11,5.1,437.0,10.367437,0.0766978981468117,
1749,K2-346 b,2.26,5.73,450.0,26.201446,0.15401965266333253,8.8138
1750,K2-347 b,2.41,6.39,640.0,7.187257,0.06345949500785984,
1751,K2-348 b,3.26,10.7,908.0,4.688418,0.05152089879741991,133.083
1752,K2-348 c,2.67,7.61,655.0,12.550171,0.09932661683733784,
1753,K2-349 b,1.38,2.48,518.0,9.032178,0.06911931551935972,
1754,K2-35 b,1.32,2.3,979.0,2.399964,0.031,211.0
1755,K2-35 c,1.93,4.38,766.0,5.608352,0.055,68.0
1756,K2-350 b,1.54,2.99,1158.0,4.163873,0.05031299749861033,
1757,K2-350 c,2.74,7.95,687.0,19.991944,0.1431919356615214,
1758,K2-351 b,2.54,6.99,934.0,7.806164,0.07752319947840655,
1759,K2-352 b,1.37,2.45,1160.0,3.665912,0.0462171576091464,
1760,K2-352 c,1.92,4.35,885.0,8.234885,0.07927207651317993,
1761,K2-352 d,2.23,5.6,727.0,14.871387,0.11755727914684151,
1762,K2-353 b,5.55,26.3,735.0,15.466805,0.11597917306499299,33.0649
1763,K2-354 b,1.56,3.05,543.0,3.793306,0.03592867936651253,
1764,K2-355 b,2.25,5.69,1066.0,5.7385647,0.0632,
1765,K2-356 b,2.29,5.86,624.0,21.0267366,0.1599,
1766,K2-357 b,3.72,13.4,735.0,16.3488637,0.145,
1767,K2-358 b,2.68,7.65,888.0,11.2510285,0.0863,
1768,K2-36 b,1.43,4.3,1328.0,1.422614,0.02288,519.0
1769,K2-36 c,3.2,7.9,854.0,5.340888,0.05528,89.0
1770,K2-360 c,4.02,15.23,912.0,9.79692,0.0883,115.0
1771,K2-365 b,2.906,8.78,,23.448172,0.15024929956908661,
1772,K2-366 b,2.359,6.16,,15.937039,0.11624195979469201,
1773,K2-367 b,2.413,6.41,,20.645099,0.13417092955212553,
1774,K2-368 b,1.332,2.34,,5.025598,0.05207684000099433,
1775,K2-368 c,1.361,2.42,,9.660186,0.08050875643511998,
1776,K2-368 d,1.948,4.45,,20.201085,0.13165456529529468,
1777,K2-369 b,1.313,2.28,,5.761612,0.05676295145237674,
1778,K2-37 b,1.39,2.51,949.0,4.4434,0.05105,193.0
1779,K2-37 c,2.41,6.39,839.0,6.42966,0.06534,118.0
1780,K2-37 d,2.31,12.5,646.0,14.09229,0.1102,41.3
1781,K2-370 b,3.207,10.4,1267.0,2.14084,0.032334118342428865,428.205
1783,K2-372 b,2.945,8.98,,9.844077,0.08505195911735386,
1784,K2-373 b,2.061,4.9,,11.02066,0.10177656116398488,
1785,K2-374 b,1.593,3.16,,4.521953,0.048209171944776856,
1786,K2-374 c,2.213,5.53,,16.43445,0.11395912138485921,
1787,K2-375 b,2.243,5.66,,14.453895,0.1205608985321466,
1788,K2-376 b,1.736,3.66,,5.776475,0.06101131681165671,
1789,K2-377 b,1.693,3.51,,12.832235,0.10044363908686949,
1790,K2-378 b,2.88,8.65,,2.060438,0.030854140381455605,
1791,K2-379 b,2.181,5.4,,8.777247,0.07906846696595754,
1792,K2-38 b,1.54,7.3,1266.0,4.01593,0.04994,426.0
1793,K2-38 c,2.29,8.3,916.0,10.56103,0.09514,117.0
1794,K2-380 b,2.729,7.89,,9.401312,0.08697249126093953,
1795,K2-381 b,1.075,1.26,,7.9389334,0.0708878391307232,
1796,K2-381 c,2.0,4.66,,16.034656,0.11326699977266719,
1797,K2-381 d,1.689,3.5,,26.803023,0.15953383977898541,
1798,K2-382 b,2.072,4.95,,21.700156,0.148192216769763,
1799,K2-383 b,1.564,3.07,,1.865962,0.03025381695881623,
1800,K2-384 b,1.076,1.26,,2.231527,0.023094714305167817,
1801,K2-384 c,1.191,1.82,,4.194766,0.035176259492805895,
1802,K2-384 d,1.392,2.52,,6.679582,0.04796716163674663,
1803,K2-384 e,1.345,2.37,,9.715043,0.06157545764912129,
1804,K2-384 f,2.222,5.57,,13.62749,0.07715932355004237,
1805,K2-385 b,1.539,2.98,,2.380867,0.03402435115827632,
1806,K2-386 b,2.32,5.99,,7.473223,0.07251891043938972,
1807,K2-387 b,7.322,42.2,,28.735327,0.15223303223910248,
1808,K2-388 b,3.9,14.5,874.0,6.33932,0.06543286699947456,138.0
1809,K2-389 b,2.33,6.04,932.0,8.58289,0.0817662247268452,179.0
1810,K2-389 c,2.04,4.82,,20.851337,0.13774861618185652,
1811,K2-39 b,6.27704,28.6047,1670.0,4.60543,0.05708,1356.0
1812,K2-390 b,4.662,19.6,1119.0,3.312792,0.040187867694485395,260.965
1813,K2-391 b,1.371,2.45,,4.622654,0.04949554024226477,
1814,K2-392 b,1.85,4.08,,15.398723,0.11433915720201333,
1815,K2-393 b,2.352,6.13,,10.413181,0.08946519192164978,
1816,K2-394 b,1.692,3.51,643.0,5.095717,0.04531263831361343,28.5068
1817,K2-395 b,2.597,7.26,,4.803352,0.054808566360372235,
1818,K2-395 c,3.395,11.4,,8.491282,0.08013108241209146,
1819,K2-396 b,1.579,3.12,,0.673862,0.014808234603627023,
1820,K2-396 c,3.124,9.93,,25.76051,0.16804500697208585,
1821,K2-397 b,2.417,6.42,,3.572326,0.04475282311703829,
1822,K2-398 b,2.274,5.79,,6.393025,0.06615378867602505,
1823,K2-398 c,5.098,22.8,,18.787839,0.13572765310940973,
1824,K2-4 b,2.1,5.06,563.0,10.003417,0.078,15.6
1825,K2-400 b,1.163,1.67,,3.865053,0.03472700690488277,
1826,K2-401 b,2.262,5.74,,6.293099,0.0636828723748665,
1827,K2-402 b,2.678,7.65,,17.27474,0.12829356145864218,
1828,K2-403 b,5.333,24.6,949.0,33.589979,0.18786751581713287,134.883
1829,K2-404 b,2.53,6.94,,13.115365,0.08928389550233365,
1830,K2-405 b,4.569,18.9,969.0,3.435471,0.04505789387145895,146.577
1831,K2-406 b,4.602,19.2,,22.549406,0.1448874886400736,
1832,K2-407 b,1.283,2.19,,4.941907,0.054432907428790034,
1833,K2-407 c,1.36,2.42,,9.22453,0.0825203987999903,
1834,K2-408 b,1.677,3.45,,20.978959,0.1389395820951156,
1835,K2-409 b,2.482,6.72,,1.908084,0.02891674581419447,
1836,K2-411 b,0.9898,0.937,,3.2141,0.0511,619.038
1837,K2-412 b,2.116,5.13,,5.9382,0.0586,243.518
1838,K2-413 b,0.7599,0.363,,0.8094,0.0117,921.755
1839,K2-413 c,1.2327,2.05,,5.3301,0.0426,69.529
1840,K2-414 b,1.219,1.98,,4.3696,0.0487,72.113
1841,K2-414 c,1.9287,4.38,,6.669,0.0552,56.13
1842,K2-415 b,1.015,7.5,412.4,4.0179694,0.027,4.82
1843,K2-416 b,2.66,1652.7077164,447.0,13.102,0.088,
1844,K2-417 b,3.31,699.2224954,558.0,6.535,0.063,
1845,K2-419 A b,10.55,196.0,377.0,20.35847252,0.1208,3.3
1846,K2-42 b,2.15,5.27,,6.68796,0.0617,44.1
1847,K2-43 b,4.51,18.5,939.3,3.471149,0.03784,49.0
1848,K2-43 c,2.42,6.44,1093.7,2.198884,0.027454914725153906,
1849,K2-44 b,2.433,6.5,1211.0,5.657,0.06,646.0
1850,K2-45 b,6.71,36.4,1073.56,1.7292684,0.0224,100.0
1851,K2-46 b,2.05,4.86,889.0,19.1541,0.13821,119.0
1852,K2-47 b,1.89,4.23,,31.6372,0.1779,10.7
1853,K2-48 b,2.24,5.65,,20.5065,0.1344,15.3
1854,K2-49 b,1.93,4.38,,2.77065,0.0309,59.0
1855,K2-5 b,1.91,4.31,565.0,5.73594,0.0532,24.1
1856,K2-5 c,2.26,5.73,456.0,10.93241,0.0818,10.2
1857,K2-50 b,1.59,3.15,,8.7529,0.0705,18.8
1859,K2-53 b,2.6,7.27,665.0,12.20772,0.098,52.5
1860,K2-54 b,2.6116925,7.33,560.0,9.7833,0.0761,6.1
1861,K2-55 b,4.43,44.0,900.0,2.849271,0.03486,141.3
1862,K2-57 b,2.30905002,5.94,635.8,9.0073,0.0752,24.1
1863,K2-58 b,2.68,7.65,,7.05254,0.0692,118.0
1864,K2-58 c,1.62,3.26,,2.53726,0.035,462.0
1865,K2-58 d,1.71,3.57,,22.8827,0.1517,24.6
1866,K2-59 b,2.41,6.39,,20.6921,0.1354,17.1
1867,K2-59 c,2.3,5.9,,11.2954,0.0905,38.3
1868,K2-6 b,2.5,6.8,615.0,30.94191,0.1898,28.6
1869,K2-60 b,7.655747,135.39558,1400.0,3.00265,0.045,1212.0
1870,K2-61 b,1.92,4.35,1325.0,2.57336,0.0392,730.0
1871,K2-62 b,2.02,4.74,666.0,6.67199,0.0636,46.7
1872,K2-62 c,1.99,4.62,495.0,16.19697,0.1148,14.3
1873,K2-63 b,3.22,10.5,,20.257,0.1627,188.0
1874,K2-63 c,3.9,14.5,,25.4556,0.189,139.0
1875,K2-64 b,2.07,4.94,,6.53044,0.0619,98.0
1876,K2-65 b,1.58,3.12,,12.6475,0.1014,45.0
1877,K2-66 b,2.49,21.3,1372.0,5.06963,0.05983,840.0
1878,K2-68 b,1.58,3.12,,8.05428,0.0708,41.0
1879,K2-69 b,2.32,5.99,,7.06599,0.0591,17.9
1880,K2-7 b,4.03523305,15.3,786.0,28.6781,0.1867,125.0
1881,K2-70 b,2.89,8.7,,13.97896,0.1112,62.0
1882,K2-71 b,2.15,5.27,,6.98541,0.0559,13.4
1883,K2-72 b,1.08,1.28,,5.577212,0.04,8.5
1884,K2-72 c,1.16,1.65,,15.189034,0.078,2.2
1885,K2-72 d,1.01,1.01,,7.760178,0.05,5.4
1886,K2-72 e,1.29,2.21,,24.158868,0.106,1.2
1887,K2-73 b,2.58,9.2,968.0,7.49556,0.07619,209.0
1888,K2-73 c,13.0,1142.0,186.1,1000.0,1.9700318195322442,0.285
1889,K2-74 b,2.31,5.95,,19.5666,0.1402,59.1
1890,K2-75 b,2.67,7.61,,7.8142,0.081,430.0
1891,K2-75 c,2.77,8.1,,18.311,0.1429,138.0
1892,K2-77 b,2.4996027,603.877,806.0,8.2000844,0.0753,58.0
1893,K2-79 b,4.09,9.2,1022.0,10.9947,0.0988,181.0
1894,K2-8 b,3.58,12.5,631.0,10.35239,0.0856,37.7
1895,K2-8 c,2.41,6.39,801.0,5.06416,0.0532,97.8
1896,K2-80 b,2.01,4.7,,19.0918,0.135,32.5
1897,K2-80 c,1.47,2.76,,5.605,0.0596,166.0
1898,K2-80 d,2.55211506,7.04,,28.867253,0.178669880722034,
1899,K2-81 b,1.97,4.54,,6.102325,0.059,62.9
1900,K2-83 b,1.244,2.08,,2.74697,0.03014,41.5
1901,K2-83 c,1.483,2.8,,9.99767,0.07131,7.42
1902,K2-84 b,2.41,6.39,,6.4215,0.0665,178.0
1903,K2-84 c,2.03,4.78,,27.86,0.1768,25.3
1904,K2-85 b,1.4,3.2,1355.0,0.68453862616,0.013,800.0
1905,K2-86 b,1.96,4.5,,8.77683,0.077,78.0
1906,K2-87 b,7.6,44.9,979.0,9.726618,0.094,85.0
1907,K2-88 b,1.23,2.04,,4.6122,0.0345,7.8
1908,K2-89 b,0.615,0.17,,1.096026,0.01462,78.0
1909,K2-9 b,2.25,5.69,314.0,18.4498,0.091,1.36
1910,K2-90 b,2.6,7.27,502.0,13.733314,0.096,10.2
1911,K2-90 c,1.3,2.24,,2.900706,0.035,80.8
1912,K2-91 b,1.1,1.37,,1.419549,0.0164,46.0
1913,K2-95 b,3.31,11.0,474.0,10.1346454,0.0525,
1914,K2-97 b,13.45077684,174.48779544,1566.0,8.407115,0.0854,114.149
1915,K2-98 b,5.06645928,34.00763955,1185.0,10.1367349,0.0986,339.0
1916,K2-99 b,11.88151954,276.51071409,1184.0,18.24783,0.153,357.0
1917,K2-99 c,12.6,2669.7586188,390.0,522.2,1.43,
1918,KELT-1 b,12.442,8654.15,2361.0,1.217514,0.02466,5165.92
1919,KELT-10 b,15.681391,215.80657,1377.0,4.1662739,0.0525,600.0
1920,KELT-11 b,15.13212395,65.15482343,1712.0,4.73620865,0.0623,1433.0
1921,KELT-12 b,19.95202,301.9385,1800.0,5.031623,0.06708,1749.0
1922,KELT-14 b,19.537287,408.09372,1970.0,1.7100566,0.03005,826.113
1923,KELT-15 b,19.50366,416.3573,1642.0,3.32944,0.04613,1612.7618
1924,KELT-16 b,15.860735,874.0325,2453.0,0.9689951,0.02044,6992.0328
1925,KELT-17 b,17.093725,416.3573,2087.0,3.0801716,0.04881,3331.8707
1926,KELT-18 b,17.59813,375.0394,2085.0,2.8717518,0.0455,3152.0
1927,KELT-19 A b,21.40919,1293.5681,1935.0,4.6117093,0.0637,2340.0
1928,KELT-2 A b,15.13215,540.311,2080.0,4.11379,0.05497,3108.45
1929,KELT-20 b,19.514869,1074.90106,2262.0,3.4741085,0.0542,4362.5
1930,KELT-21 b,17.777474,1242.7153,2051.0,3.6127647,0.05224,2950.0
1931,KELT-23 A b,14.829507,298.12454,1561.0,2.255251,0.03302,991.183
1932,KELT-24 b,12.71098411,1458.83238813,1391.0,5.55149296,0.0665,624.0
1933,KELT-3 b,17.48604,616.5902,1816.0,2.70339,0.04123,1704.57
1934,KELT-4 A b,19.044091,286.68266,1823.0,2.9895932,0.04317,1840.0
1935,KELT-6 b,14.5717,165.2716,1313.0,7.8457,0.07939,718.188
1936,KELT-6 c,13.0,1179.1493,,1276.0,2.39,
1937,KELT-7 b,17.9344,441.7837,2048.0,2.73477,0.04415,1775.39
1938,KELT-8 b,18.15858,209.7678,1675.0,3.24406,0.0455,983.3098
1939,KELT-9 b,21.196219,915.3504,4050.0,1.4811235,0.03462,44900.0
1943,KIC 10068024 b,13.4,635.656814,,2.073549,0.034004468851478335,
1944,KIC 10525077 b,5.5,25.9,,854.083,1.7675852136702337,
1945,KIC 3526061 b,12.1,5768.58558705,,3552.0,5.14,
1946,KIC 3558849 b,6.9,38.1,,1322.3,2.341901047141331,
1947,KIC 5437945 b,6.4,33.6,308.0,440.7813,1.19671,2.9
1948,KIC 5479689 b,14.2,158.9142035,,1.701531,0.027573515250484754,
1949,KIC 7917485 b,12.4,3750.394,,840.0,2.050478606344143,
1950,KIC 8121913 b,13.4,667.4396547,,3.294601,0.04911289399713158,
1951,KIC 8540376 b,4.1,15.8,,31.8099,0.19906389581255268,
1952,KIC 8540376 c,2.4,6.35,,75.2,0.3532614038071329,
1953,KIC 9663113 b,4.6,19.2,264.0,572.3847,1.55346,3.356
1954,KMT-2016-BLG-0212L b,12.2,5700.0,,,2.2,
1955,KMT-2016-BLG-1105L b,1.33,2.32,,,2.44,
1956,KMT-2016-BLG-1107L b,13.1,1043.0,,,0.342,
1957,KMT-2016-BLG-1337L b,11.4,88.99195396,,,3.97,
1958,KMT-2016-BLG-1397L b,12.7,2200.0,,,5.1,
1959,KMT-2016-BLG-1820L b,12.9,1450.0,,,1.08,
1960,KMT-2016-BLG-1836L b,13.3,700.0,,,3.5,
1961,KMT-2016-BLG-2142L b,12.2,4923.0,,,0.83,
1962,KMT-2016-BLG-2321L b,13.8,301.93698665,,,3.58,
1963,KMT-2016-BLG-2364L b,13.0,1250.0,,,2.63,
1964,KMT-2016-BLG-2397L b,13.2,836.0,,,3.64,
1965,KMT-2016-BLG-2605L b,14.0,245.0457018,,,0.681,
1966,KMT-2017-BLG-0165L b,6.45,34.0,,,3.45,
1967,KMT-2017-BLG-0428L b,2.23,5.59,,,1.81,
1968,KMT-2017-BLG-0673L b,13.0,1166.43025369,,,2.34,
1969,KMT-2017-BLG-0849L b,2.41,6.39,,,2.73,
1970,KMT-2017-BLG-1003L b,2.13,5.19,,,1.38,
1971,KMT-2017-BLG-1038L b,13.4,640.0,,,1.8,
1972,KMT-2017-BLG-1057L b,5.19,23.5,,,2.36,
1973,KMT-2017-BLG-1146L b,14.0,230.0,,,1.6,
1974,KMT-2017-BLG-1194L b,1.7,3.54,,,1.78,
1975,KMT-2017-BLG-2197L b,12.5,2809.60311788,,,15.91,
1976,KMT-2017-BLG-2331L b,14.2,171.0,,,2.14,
1977,KMT-2017-BLG-2509L b,13.4,664.26137063,,,2.14,
1978,KMT-2018-BLG-0029L b,2.67,7.59,,,4.27,
1979,KMT-2018-BLG-0030L b,13.6,460.85119015,,,4.39,
1980,KMT-2018-BLG-0087L b,10.1,73.10053361,,,0.87,
1981,KMT-2018-BLG-0247L b,13.4,670.61793877,,,2.46,
1982,KMT-2018-BLG-0748L b,9.01,60.0,,,0.62,
1983,KMT-2018-BLG-0885L b,11.9,9217.023803,,,1.07,
1984,KMT-2018-BLG-1025L b,2.34,6.059,,,1.305,
1985,KMT-2018-BLG-1292L b,12.9,1400.0,,,6.03,
1986,KMT-2018-BLG-1743L b,10.5,77.86795971,,,1.449,
1987,KMT-2018-BLG-1976L b,13.3,705.57906354,,,3.54,
1988,KMT-2018-BLG-1988L b,2.22,5.56,,,3.09,
1989,KMT-2018-BLG-1990L b,12.9,111.0,,,0.763,
1990,KMT-2018-BLG-1996L b,13.7,346.43296363,,,4.27,
1991,KMT-2018-BLG-2602L b,13.7,365.50266805,,,3.81,
1992,KMT-2019-BLG-0253L b,2.99,9.2,,,3.1,
1993,KMT-2019-BLG-0297L b,12.1,6038.739733,,,0.96,
1994,KMT-2019-BLG-0298L b,13.4,575.26941667,,,5.67,
1995,KMT-2019-BLG-0335L b,12.1,6674.396547,,,1.64,
1996,KMT-2019-BLG-0371L b,12.6,2447.2787339,,,0.79,
1997,KMT-2019-BLG-0414L b,12.9,1452.47581999,,,1.16,
1998,KMT-2019-BLG-0578L b,13.7,381.3940884,,,2.0,
1999,KMT-2019-BLG-0842L b,3.19,10.28,,,3.31,
2000,KMT-2019-BLG-0953L b,4.06,15.5,,,1.1,
2001,KMT-2019-BLG-1042L b,9.05,60.38739733,,,1.7,
2002,KMT-2019-BLG-1216L b,5.98,29.87587026,,,2.44,
2003,KMT-2019-BLG-1339L b,13.7,397.0,,,2.15,
2004,KMT-2019-BLG-1367L b,1.85,4.08,,,1.7,
2005,KMT-2019-BLG-1552L b,13.0,1287.20504835,,,2.6,
2006,KMT-2019-BLG-1715L b,13.2,813.64072192,,,3.32,
2007,KMT-2019-BLG-1806L b,2.0,4.67,,,3.02,
2008,KMT-2019-BLG-1953L b,14.1,200.0,,,,
2009,KMT-2019-BLG-2783L b,13.7,368.68095212,,,1.85,
2010,KMT-2019-BLG-2974L b,11.4,88.99195396,,,2.0,
2011,KMT-2020-BLG-0202L b,12.4,3902.93283796,,,4.17,
2012,KMT-2020-BLG-0414L b,1.2,1.87,,,2.07,
2013,KMT-2020-BLG-0414L c,11.9,8581.366989,,,22.3,
2014,KMT-2021-BLG-0119L b,12.8,1754.41280664,,,2.92,
2015,KMT-2021-BLG-0171L b,3.35,11.2,,,3.5,
2016,KMT-2021-BLG-0192L b,6.56,34.96112477,,,1.62,
2017,KMT-2021-BLG-0240L b,9.6,66.74396547,,,2.8,
2018,KMT-2021-BLG-0320L b,6.2,31.7828407,,,1.54,
2019,KMT-2021-BLG-0322L b,12.7,2034.1018048,,,,
2020,KMT-2021-BLG-0712L b,6.91,38.19,,,2.22,
2021,KMT-2021-BLG-0736L b,4.86,21.0,,,4.0,
2022,KMT-2021-BLG-0748L b,14.3,143.02278315,,,2.43,
2023,KMT-2021-BLG-0909L b,13.7,400.46379282,,,1.75,
2024,KMT-2021-BLG-0912L b,1.49,2.81,,,3.14,
2025,KMT-2021-BLG-1077L b,9.86,69.92224954,,,1.26,
2026,KMT-2021-BLG-1077L c,10.6,79.45710175,,,0.93,
2027,KMT-2021-BLG-1105L b,13.6,413.1769291,,,3.54,
2028,KMT-2021-BLG-1150L b,13.9,279.68899816,,,4.5,
2029,KMT-2021-BLG-1253L b,4.59,19.05,,,1.52,
2030,KMT-2021-BLG-1303L b,13.6,120.77479466,,,2.89,
2031,KMT-2021-BLG-1372L b,9.12,61.27,,,2.37,
2032,KMT-2021-BLG-1391L b,1.97,4.55,,,2.29,
2033,KMT-2021-BLG-1547L b,13.6,467.20775829,,,4.5,
2034,KMT-2021-BLG-1554L b,6.9,38.13940884,,,0.72,
2035,KMT-2021-BLG-1689L b,7.71,46.0,,,2.5,
2036,KMT-2021-BLG-1770L b,12.1,6674.396547,,,0.9,
2037,KMT-2021-BLG-1898L b,14.0,232.01473711,,,1.9,
2038,KMT-2021-BLG-2010L b,13.8,340.07639549,,,1.79,
2039,KMT-2021-BLG-2294L b,5.02,22.24798849,,,1.15,
2040,KMT-2021-BLG-2478L b,13.9,286.0455663,,,1.85,
2041,KMT-2021-BLG-2609L b,3.17,10.17050902,,,2.3,
2042,KMT-2022-BLG-0303L b,14.2,163.04597279,,,4.81,
2043,KMT-2022-BLG-0371L b,10.9,82.63538582,,,3.02,
2044,KMT-2022-BLG-0440L b,4.05,15.4,,,1.9,
2045,KMT-2022-BLG-1013L b,12.1,98.52680617,,,1.38,
2046,KMT-2022-BLG-1551L b,13.2,940.77208472,,,2.29,
2047,KMT-2022-BLG-1790L b,13.5,549.84314411,,,5.25,
2048,KMT-2022-BLG-1818L b,13.0,1271.313628,,,2.6,
2049,KMT-2022-BLG-1818L c,13.2,114.41822652,,,12.6,
2050,KMT-2022-BLG-2076L b,13.9,279.68899816,,,5.67,
2051,KMT-2022-BLG-2286L b,12.1,6038.739733,,,2.02,
2052,KMT-2023-BLG-0119L b,11.0,83.7,,,3.14,
2053,KMT-2023-BLG-0416L b,3.67,13.03096469,,,2.96,
2054,KMT-2023-BLG-0466L b,13.1,1032.94232275,,,2.68,
2055,KMT-2023-BLG-0469L b,7.04,39.41072247,,,2.31,
2056,KMT-2023-BLG-0548L b,13.1,1086.97315194,,,6.85,
2057,KMT-2023-BLG-0735L b,6.97,38.77506565,,,2.96,
2058,KMT-2023-BLG-0830L b,4.41,17.79839079,,,1.7,
2059,KMT-2023-BLG-0949L b,12.8,1900.61387386,,,2.03,
2060,KMT-2023-BLG-1431L b,3.76,13.6,,,3.2,
2061,KMT-2023-BLG-1454L b,14.1,200.23189641,,,1.18,
2062,KMT-2023-BLG-1642L b,13.8,343.25467956,,,1.41,
2063,KMT-2023-BLG-1743L b,12.1,6356.56814,,,1.16,
2064,KMT-2023-BLG-1866L b,1.43,2.63,,,2.63,
2065,KMT-2023-BLG-1896L b,4.19,16.35,,,2.86,
2066,KMT-2023-BLG-2209L b,13.9,254.2627256,,,3.51,
2067,KMT-2024-BLG-0176L b,14.0,241.54958932,,,1.32,
2068,KMT-2024-BLG-0349L b,12.4,3769.44490702,,,6.46,
2069,KMT-2024-BLG-0404L b,11.9,8657.64580668,,,0.85,
2070,KMT-2024-BLG-0404L c,4.33,17.3,,,,
2071,KMT-2024-BLG-1005L b,12.1,6674.396547,,,0.78,
2072,KMT-2024-BLG-1044L b,2.7,7.75,,,,
2073,KMT-2024-BLG-1209L b,13.2,839.06699448,,,2.51,
2074,KMT-2024-BLG-1281L b,4.59,19.06970442,,,1.96,
2075,KMT-2024-BLG-1870L b,13.8,336.89811142,,,3.15,
2076,KMT-2024-BLG-2059L b,2.54,6.99222495,,,2.55,
2077,KMT-2024-BLG-2087L b,12.9,1395.26670673,,,3.03,
2078,KMT-2024-BLG-2242L b,3.82,13.98444991,,,0.89,
2079,KMT-2025-BLG-0121L b,12.6,2469.52672239,,,3.05,
2080,KMT-2025-BLG-1616L b,7.34,42.32,,,1.6,
2081,KOBE-1 b,2.91,8.8,594.4,8.5399,0.07006,20.56
2082,KOBE-1 c,3.56,12.4,392.5,29.671,0.16071,3.91
2083,KOI-12 b,13.78707,349.613,911.0,17.855182,0.154,196.507
2084,KOI-1257 b,10.54,460.83,511.0,86.647661,0.382,7.28
2085,KOI-13 b,16.948008,2949.4624,2550.0,1.763588,0.03641,25339.901
2086,KOI-134 b,12.03844527,346.43296363,659.0,67.1277,0.363,45.0
2087,KOI-134 c,9.86,69.92224954,,33.95,0.2305,
2088,KOI-142 b,3.438,9.5,758.0,10.91647,0.09586,68.563
2089,KOI-142 c,14.0,214.1,,22.26492,0.154121003,
2090,KOI-1599.01,1.9,4.6,660.0,20.4415,0.14728,44.8
2091,KOI-1599.02,1.9,9.0,755.0,13.6088,0.112293,76.81
2092,KOI-1783.01,8.86,71.0,412.0,134.4628,0.52661,5.7
2093,KOI-1783.02,5.44,15.0,321.0,284.215,0.86695,2.49
2094,KOI-1831 d,1.13,2.23,475.0,34.169,0.19924,11.8
2095,KOI-1833 d,2.58,11.02,613.0,7.685,0.0634,27.35
2096,KOI-1843.03,0.61,8.0,1654.0,0.1768913,0.005,
2098,KOI-2513.01,2.80224517,7310.053361,758.0,19.00547,0.5,78.19
2099,KOI-3503 b,1.19,9.2,785.0,21.185,0.14247,90.2
2100,KOI-3503 c,1.21,10.36,686.0,31.828,0.18688,52.5
2101,KOI-351 b,1.31,2.27,1062.0,7.008151,0.074,316.442
2102,KOI-351 c,1.19,1.81,987.0,8.719375,0.089,236.315
2103,KOI-351 d,2.87,8.6,520.0,59.73667,0.32,18.168
